id,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
34809033,0.21520626627496403,0.007261825923937185,0.021896185002470894,0.6577540106951871,0.17391304347826086
2903980,0.3420616888034688,7.529202546310361e-05,0.012162392893627662,0.35600907029478457,0.0
217442,0.1251373295851886,0.0028737704158981045,0.025709358551053163,0.3956422018348624,0.0763239875389408
31155115,0.19840251686312113,0.012712335560501315,0.036100957346924846,0.5693581780538303,0.17543859649122806
10982558,0.10897937837991271,4.6807868958064664e-05,0.017988121519029832,0.3700564971751412,0.04782608695652174
21468184,0.09915560980050286,0.0013529941060784541,0.0273758431109647,0.3254189944134078,0.04247460757156048
9047319,0.11417762461916768,0.00015159545368594567,0.018681231689160197,0.3813559322033898,0.05652173913043478
18403403,0.2624603388743934,0.02929306611371699,0.05755134748783226,0.5963302752293578,0.36666666666666664
29338378,0.14681495085641938,2.8373409196627523e-06,0.01665080519564838,0.49782135076252726,0.07278481012658228
23634656,0.06881449498208929,0.0006753712366961607,0.005088764642413394,0.09302325581395349,0.17647058823529413
25442007,0.23192090016837386,0.08414619129207783,0.09679666566927507,0.49416342412451364,0.25257731958762886
29528784,0.3995020385989494,0.00955718078243148,0.0441471761450116,0.5443037974683544,0.0
18041574,0.23415361105344598,0.018506996048507463,0.06661722904009802,0.6348837209302326,0.21660649819494585
28918691,0.13518980196300134,0.00047997491736889367,0.019090733137942906,0.4337568058076225,0.08743169398907104
25346543,0.10129125183781963,1.2897201789283107e-05,0.013382095447385459,0.349194729136164,0.04257528556593977
17964486,0.15554638134691842,0.03331859654928696,0.04906593381351112,0.3681592039800995,0.17164179104477612
8076556,0.16518991723670914,0.009614076074949643,0.027858733982002372,0.45286885245901637,0.17041800643086816
24944317,0.18953092639011035,0.022731244644067873,0.07896430928545954,0.5335365853658537,0.12289156626506025
15929228,0.29243095697825827,0.005353682937750231,0.022033113075144075,0.6601941747572816,0.48214285714285715
19942462,0.17151957479869567,0.000291349064822493,0.01685118790560739,0.48322147651006714,0.18571428571428572
14771191,0.22715369700773194,0.07310941728213514,0.08914510811676295,0.504424778761062,0.24193548387096775
30124552,0.14312373593528377,2.0584201969123864e-05,0.01691548326899258,0.4769874476987448,0.07857142857142857
32177667,0.1841927657164831,0.010878520714776987,0.03597347648165444,0.5093023255813953,0.18061674008810572
26897905,0.10924743707968931,5.00331042283589e-12,0.008724606273375122,0.39378238341968913,0.034482758620689655
6254810,0.3281384150286711,0.09317375921331039,0.1127050442265172,0.6824324324324325,0.42424242424242425
29157519,0.13828880173092248,0.03829215601773851,0.07798317149901735,0.34220532319391633,0.09467455621301775
34272740,0.11980654727898102,0.0026807108925622743,0.01685277655882914,0.3836363636363636,0.07605633802816901
31539515,0.10836831926257211,0.003354775436728411,0.027124739037097688,0.31307550644567217,0.08991825613079019
11312088,0.3363700811955383,2.8231244392342983e-08,0.013847643489684296,0.33163265306122447,0.0
7038978,0.254817350545836,0.02233149180986711,0.03027124370681025,0.5,0.4666666666666667
27961175,0.15473190098721826,1.6870770880407982e-06,0.0009743100259241577,0.4619883040935672,0.1559633027522936
21528510,0.16665578868785322,0.0024874082113819154,0.005044837449121925,0.11363636363636363,0.5454545454545454
22944170,0.2868155001880239,0.03619474201992091,0.11681438516895623,0.7011494252873564,0.29310344827586204
12081161,0.3515633560873639,4.187523443289895e-11,0.004882890778456358,0.40137053352912383,0.0
1163589,0.16432567183806607,0.015478799534777302,0.08054838345274203,0.5018832391713748,0.05939226519337017
20258251,0.20455847985851533,0.030886712859459927,0.07275109205517397,0.6041666666666666,0.11042944785276074
4956902,0.33984883127044513,2.536893542118728e-07,0.025191416039945944,0.3342036553524804,0.0
2304938,0.2136748796480568,0.0005055733149106418,0.01745466838533359,0.5901639344262295,0.2465753424657534
16195955,0.21269467383349905,0.0015511319246598453,0.002907217088990072,0.22727272727272727,0.6190476190476191
1387283,0.35725364518520125,8.47914332827691e-05,0.025916606633322656,0.4030131826741996,0.0
17229418,0.2371379644942326,0.046041695746844816,0.07960485231690177,0.6036745406824147,0.21923076923076923
17715961,0.23380780848926813,0.00018373889210079975,0.02479108480856165,0.5769230769230769,0.3333333333333333
11957442,0.1992335577326377,0.0030061839904239355,0.048858985381552464,0.6164383561643836,0.12863070539419086
7513586,0.1600109585942865,0.003261055784263131,0.02856343094171003,0.5072847682119205,0.10093457943925234
26898296,0.24784066120113232,0.023304124253680454,0.08306428091951244,0.6912442396313364,0.19375
3437424,0.13026871569064052,0.0007891174016067562,0.025924794865749452,0.4165651644336175,0.07779578606158834
13103886,0.136117802926159,4.345082233344009e-05,0.010891175516448899,0.4878048780487805,0.04573170731707317
42616543,0.4283595584997485,0.058598255174918346,0.08894850595585858,0.5658914728682171,0.0
10507258,0.13452118025605003,0.0011973836964756684,0.018366089477073456,0.4011299435028249,0.11739130434782609
42241355,0.11367315093810083,1.2088505314693899e-06,0.012564294643743971,0.39911634756995584,0.043010752688172046
15926903,0.15691460520589287,0.0004460688697846771,0.024705577641532833,0.5403949730700179,0.062111801242236024
29077828,0.12523647811242472,4.629807578827452e-06,0.016832229530338413,0.39601769911504425,0.08809135399673736
4797661,0.2624416370983965,0.04069162931190766,0.10113841114517053,0.5079365079365079,0.4
