id,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
3522627,0.18403108779951644,0.030411945481430454,0.04591775121859081,0.4915254237288136,0.16826923076923078
7889757,0.11570628490889483,3.5180950020539015e-05,0.02718225972362101,0.390625,0.04498269896193772
35911325,0.3515477405659345,0.00275118596138315,0.01898599478974994,0.38445378151260506,0.0
1176830,0.1297115281593621,0.00012543096734496113,0.01079484287550317,0.44731977818853974,0.06060606060606061
6481256,0.07761686615015612,9.021844339799826e-08,0.013901269381003924,0.28627450980392155,0.010291595197255575
27806285,0.13714078337295696,0.0008361011182567475,0.02685756525003235,0.4264069264069264,0.09446254071661238
38010881,0.3346122264271281,0.11296526902157958,0.13196557632077757,0.7446808510638298,0.3488372093023256
4513849,0.14407103703935653,0.0003575877761962079,0.03640278229536039,0.4572192513368984,0.0823045267489712
11901203,0.04581228956228956,0.0,0.0,0.15824915824915825,0.025
40937543,0.16902749301609146,0.00888439849288213,0.04921858056449079,0.45454545454545453,0.16346153846153846
8788063,0.18006280205542124,0.006858653951684765,0.03867656749494863,0.4631217838765009,0.21159420289855072
6331952,0.3585249448433493,0.03543915793061348,0.20635292913509126,0.5769230769230769,0.6153846153846154
32917250,0.12839078034895574,3.4457769475730513e-06,0.01520938145446126,0.4259818731117825,0.07236842105263158
34047975,0.13785488617451114,0.0016558119742770168,0.022535464367244552,0.43823529411764706,0.08899297423887588
1813210,0.33887442186771854,3.5119912477904034e-08,0.013094024233047766,0.3424036281179138,0.0
6863827,0.14088476939109865,3.7204932977474874e-07,0.0007864291609861532,0.3836477987421384,0.1791044776119403
17893150,0.17749580229171263,0.03558395933351203,0.06893174705552528,0.49190283400809715,0.11356466876971609
7477255,0.14227019179300004,0.005882659596167606,0.04497535055200347,0.4473007712082262,0.07092198581560284
23077685,0.1930185165647229,0.009287549591020721,0.05202373678809429,0.5560283687943263,0.15473441108545036
24644049,0.12717961165165745,0.00010985791373019523,0.013956137099617448,0.4129692832764505,0.08168316831683169
13857054,0.0974942257933846,2.0212975511143004e-13,0.015689226364544156,0.34274193548387094,0.031545741324921134
19867670,0.12020677927528149,0.0055485894406286556,0.00887315252051969,0.30851063829787234,0.15789473684210525
3954628,0.13352270925969334,0.000870471288965335,0.020822169123862703,0.4652777777777778,0.04712041884816754
43026144,0.43440188514478073,0.3154016233711928,0.3300073356476465,0.6666666666666666,0.425531914893617
7948686,0.3078981061012634,6.82838619808763e-22,0.006712041629933938,0.22488038277511962,0.0
3280220,0.14556515730248348,0.009335252489549792,0.0524930903306509,0.3617021276595745,0.15873015873015872
20322788,0.08740405568464818,1.9012633889737506e-15,0.0074999952166336014,0.3126177024482109,0.029498525073746312
13139010,0.09447025823140556,1.4164042158866638e-05,0.0053748945656464054,0.29213483146067415,0.08035714285714286
42204724,0.14793297133868333,0.010425527508264025,0.05724154043549176,0.4249146757679181,0.09915014164305949
29233371,0.08522430780875405,1.0544232639102545e-11,0.0043266693203978645,0.30605738575983,0.030513176144244106
30681156,0.1634284787507349,0.0006418302024055871,0.011020397731076891,0.5763239875389408,0.06572769953051644
8086724,0.08481259603531399,1.1252213327360167e-07,0.0014178192321775052,0.3031609195402299,0.03467153284671533
13644917,0.0751982461918637,8.771279234251525e-05,0.013208898316858744,0.2222222222222222,0.06527415143603134
24803268,0.13027158884449225,8.314962551134204e-05,0.023530122913521176,0.43243243243243246,0.06504065040650407
34346846,0.148115974830273,0.011830769397762146,0.023685272975473008,0.4024024024024024,0.15454545454545454
18779020,0.13602894572182012,8.707000592879748e-05,0.024021694769223795,0.45849056603773586,0.06151645207439199
41966016,0.17607866399986952,0.0026937610645018013,0.04696787519049305,0.5400696864111498,0.11458333333333333
20805026,0.2110733214008101,0.0318176966611464,0.056440663415643015,0.48484848484848486,0.2711864406779661
4553516,0.2401814643685814,0.00022505989107658633,0.001663025186154661,0.6016949152542372,0.35714285714285715
32352809,0.35931771284424957,0.0007758325046973481,0.017089698058529466,0.4194053208137715,0.0
4856403,0.08920599207729932,0.00016158651272606781,0.0075244507619884405,0.22413793103448276,0.125
40423278,0.13287706060144375,0.0012525700171253469,0.0055552309339512804,0.31343283582089554,0.2112676056338028
3085028,0.11731653862348068,0.00029493281285880194,0.0019623921390692477,0.38267148014440433,0.08433734939759036
23873285,0.14357911106555465,1.0976944117643833e-06,0.009540137929118186,0.4954682779456193,0.06930693069306931
18731748,0.1195832122829752,2.8849931092004164e-07,0.019958409218995325,0.4176334106728538,0.040740740740740744
9599785,0.20132352489739708,0.0002570821447891225,0.05410212028348689,0.5707547169811321,0.18018018018018017
16310229,0.12114761317822094,8.064584209734355e-09,0.017903371900620777,0.4049586776859504,0.06172839506172839
