kernel_id,LOC,BLC,UDF,I,EH,NVD,NEC,S,P,OPRND,OPRATOR,UOPRND,UOPRATOR,ID,LOCom,EAP,CW,ALID,MeanLCC,ALLC,KLCID,CyC,MLID,NBD,AID,CC,MC,MeanWMC,MeanLMC,H1,H2,H3,MW,LMC,PT,PT_bin,LOC_bin,NVD_bin,bal_group
3652750,69,1,1.0,10,0.0,0.0,0.0,3.0,61.0,160,69,107.0,9,228.0,4.0,1.1738546667054852,16.0,7.833333333333333,11.5,36.355555555555554,3.4519230769230766,1.0,28,7.133333333333334,87,6,5.0,82.2,7.6,7.0,0.0,0.0,411.0,38.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(-0.001, 2.0]",
33840705,78,0,0.0,4,0.0,0.0,19.0,9.0,79.0,156,83,149.0,53,424.0,17.0,0.6553252844975429,257.0,5.384615384615385,2.0,45.75897435897436,5.496581196581197,1.0,19,11.5,43,39,1.0,193.0,12.0,0.0,0.0,0.0,193.0,12.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(-0.001, 2.0]",
785190,71,0,1.0,6,0.0,0.0,0.0,8.0,30.0,108,76,101.0,35,354.0,24.0,1.4901038339615662,204.0,5.823529411764706,4.176470588235294,49.399698340874814,6.47638146167558,1.0,29,8.0,55,17,14.0,101.71428571428572,5.571428571428571,6.0,0.0,1.0,1424.0,78.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(-0.001, 2.0]",
11068585,68,0,3.0,6,0.0,0.0,0.0,15.0,68.0,171,81,163.0,25,371.0,14.0,2.600032881610788,90.0,5.0,13.6,43.8279093455564,5.8125,1.4,25,10.363636363636363,118,5,6.0,34.666666666666664,1.6666666666666667,0.0,3.0,0.0,208.0,10.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(-0.001, 2.0]",
12992946,72,0,0.0,3,0.0,0.0,16.0,0.0,111.0,214,85,197.0,31,340.0,2.0,0.7513913000086669,18.0,4.866666666666666,2.4,36.63301587301587,4.620079365079365,1.0,13,11.0,44,30,6.0,8.166666666666666,1.5,0.0,1.0,0.0,49.0,9.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(-0.001, 2.0]",
12257312,77,0,0.0,4,0.0,5.0,28.0,5.0,88.0,179,51,178.0,31,492.0,31.0,1.0783907931263608,206.0,4.411764705882353,2.264705882352941,47.18921568627451,6.946078431372548,1.0,14,14.0,39,34,,,,,,,,,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
4205322,61,1,0.0,5,0.0,6.0,1.0,0.0,32.0,55,23,55.0,13,274.0,29.0,1.0118356672997515,178.0,4.428571428571429,4.357142857142857,26.48767006802721,4.341751700680272,1.0,17,5.0,46,14,11.0,64.0,6.363636363636363,3.0,6.0,0.0,704.0,70.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
3588495,74,0,3.0,6,0.0,3.0,1.0,15.0,80.0,189,89,181.0,28,402.0,15.0,2.600032881610788,98.0,6.8,7.4,37.30395467277821,4.28625,1.0,25,10.363636363636363,118,10,11.0,19.63636363636364,1.3636363636363635,0.0,3.0,1.0,216.0,15.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
12423424,62,0,0.0,10,0.0,3.0,3.0,8.0,60.0,155,65,131.0,23,410.0,11.0,3.442920599666852,118.0,5.15,3.1,49.1623774509804,6.351923076923077,1.1,22,13.0,137,20,3.0,14.333333333333334,1.0,0.0,1.0,0.0,43.0,3.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
3387441,69,1,0.0,4,0.0,3.0,33.0,3.0,75.0,158,53,158.0,30,310.0,10.0,1.3890922106546697,42.0,4.390243902439025,1.6829268292682926,30.941637630662026,4.804878048780488,1.0,30,5.666666666666667,18,41,15.0,15.066666666666666,1.7333333333333334,2.0,0.0,0.0,226.0,26.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
4553516,67,0,0.0,3,0.0,3.0,0.0,6.0,26.0,72,37,70.0,13,230.0,20.0,0.054852349579475,136.0,5.571428571428571,9.571428571428571,24.30966070638782,3.5923507864684336,1.0,25,7.9411764705882355,83,7,9.0,26.77777777777778,4.0,3.0,0.0,2.0,241.0,36.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
20093599,73,0,4.0,2,0.0,7.0,0.0,2.0,25.0,60,24,57.0,21,213.0,16.0,0.0351928647779829,34.0,4.083333333333333,6.083333333333333,20.480193417693418,2.9935185185185187,1.0,19,6.571428571428571,42,12,10.0,48.6,5.2,9.0,0.0,0.0,486.0,52.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
19736618,73,0,1.0,7,0.0,4.0,1.0,8.0,45.0,136,74,108.0,19,281.0,18.0,3.555732103509044,83.0,5.4,7.3,30.74986111111111,4.156089743589744,1.2,21,6.375,62,10,12.0,59.083333333333336,4.416666666666667,5.0,0.0,0.0,709.0,53.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
3604469,75,0,3.0,6,0.0,3.0,1.0,15.0,80.0,188,89,180.0,28,414.0,16.0,2.600032881610788,113.0,6.7,7.5,37.797288006111536,4.372916666666667,1.0,25,10.363636363636363,118,10,11.0,19.63636363636364,1.3636363636363635,0.0,3.0,1.0,216.0,15.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
16679787,83,0,1.0,5,0.0,6.0,1.0,15.0,45.0,138,57,126.0,25,365.0,20.0,0.8511079186572084,180.0,5.45,4.15,31.69846256684492,4.447905219780219,1.1,19,13.5,137,20,13.0,28.307692307692307,3.076923076923077,0.0,2.0,1.0,368.0,40.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
9847349,80,0,0.0,6,0.0,4.0,12.0,7.0,88.0,193,94,182.0,31,446.0,0.0,1.2548821485392516,0.0,4.6,4.0,38.86488095238095,4.994111721611722,1.15,14,16.714285714285715,136,20,5.0,6.8,1.0,4.0,0.0,0.0,34.0,5.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
41731867,79,0,0.0,10,0.0,3.0,1.0,9.0,45.0,155,85,123.0,31,434.0,32.0,2.830459687098664,210.0,5.5,6.583333333333333,53.3793543058249,6.355769230769231,1.1666666666666667,21,8.5,137,12,14.0,21.357142857142858,1.0,4.0,0.0,1.0,299.0,14.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
22898868,76,0,1.0,18,0.0,4.0,7.0,2.0,60.0,169,96,144.0,24,300.0,1.0,1.469793228787763,6.0,7.736842105263157,4.0,40.19107062528116,4.550330371383003,1.0,26,6.0,64,19,,,,,,,,,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
16049309,78,0,3.0,6,0.0,3.0,1.0,17.0,82.0,193,71,185.0,29,428.0,16.0,2.250040101178357,114.0,6.8,7.8,38.14728800611154,4.522916666666666,1.2,25,10.363636363636363,118,10,11.0,19.63636363636364,1.3636363636363635,0.0,3.0,1.0,216.0,15.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
10961667,81,0,1.0,14,0.0,3.0,1.0,10.0,83.0,193,86,159.0,31,340.0,6.0,2.5333243137248185,21.0,6.615384615384615,6.230769230769231,46.59700854700854,5.110256410256411,1.2307692307692308,22,9.625,66,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
4856403,65,1,0.0,2,0.0,7.0,2.0,4.0,22.0,67,48,64.0,27,260.0,27.0,0.048930234469861,191.0,3.388888888888889,3.611111111111111,20.889044506691565,3.234920634920635,1.0,18,8.0,87,18,14.0,50.57142857142857,6.0,2.0,5.0,0.0,708.0,84.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
10068045,70,0,0.0,2,0.0,4.0,2.0,4.0,21.0,67,44,66.0,25,286.0,36.0,0.048930234469861,226.0,3.5294117647058822,4.117647058823529,24.07678956750164,3.730228758169935,1.0,18,5.0,92,17,14.0,48.5,5.928571428571429,2.0,5.0,0.0,679.0,83.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
19334269,67,0,4.0,2,0.0,6.0,0.0,2.0,24.0,53,19,52.0,18,197.0,16.0,0.0351928647779829,57.0,4.454545454545454,6.090909090909091,21.46376350921805,3.373160173160173,1.0,19,6.090909090909091,42,11,9.0,41.888888888888886,4.0,6.0,0.0,0.0,377.0,36.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
5017798,74,0,3.0,6,0.0,3.0,1.0,15.0,80.0,187,87,179.0,27,400.0,15.0,2.600032881610788,98.0,6.8,7.4,37.263954672778205,4.24625,1.0,25,10.363636363636363,118,10,11.0,19.63636363636364,1.3636363636363635,0.0,3.0,1.0,216.0,15.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
3280220,74,1,0.0,8,0.0,3.0,11.0,6.0,50.0,165,81,154.0,46,294.0,12.0,4.656705707870864,112.0,5.4375,2.3125,27.66703869047619,3.444233630952381,1.03125,21,12.0,89,32,9.0,67.55555555555556,4.111111111111111,1.0,0.0,25.0,608.0,37.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
14504181,65,0,0.0,9,0.0,4.0,6.0,4.0,39.0,127,66,123.0,26,318.0,9.0,1.329859569964203,109.0,5.0,3.611111111111111,31.566944444444445,4.505291005291006,1.1111111111111112,35,13.25,158,18,4.0,3.0,1.0,0.0,0.0,0.0,12.0,4.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
3662043,68,1,0.0,5,0.0,3.0,11.0,0.0,51.0,158,79,129.0,24,238.0,2.0,1.6567057078708645,15.0,4.2631578947368425,3.5789473684210527,27.20864661654135,3.657017543859649,1.0,14,9.75,71,19,16.0,51.0,4.875,1.0,2.0,5.0,816.0,78.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
19040593,74,0,0.0,2,0.0,6.0,2.0,4.0,21.0,76,39,72.0,24,289.0,36.0,0.0344811284828461,240.0,3.5294117647058822,4.352941176470588,24.306938159879337,3.6902463549522375,1.0,18,8.0,90,17,13.0,52.92307692307692,6.307692307692308,7.0,0.0,0.0,688.0,82.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
38657139,65,0,0.0,4,0.0,3.0,1.0,4.0,26.0,54,17,53.0,14,200.0,29.0,1.3614307212698846,121.0,5.538461538461538,5.0,24.15091575091575,3.610897435897436,1.0,21,8.0,44,13,10.0,36.2,5.0,2.0,7.0,0.0,362.0,50.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
16917342,74,0,0.0,8,0.0,3.0,3.0,1.0,69.0,142,66,133.0,15,276.0,6.0,2.174902831760133,21.0,5.0,10.571428571428571,25.78333333333333,3.628571428571429,1.0,14,3.0,78,7,3.0,6.0,1.0,0.0,0.0,0.0,18.0,3.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
13878260,61,0,5.0,2,0.0,4.0,1.0,6.0,25.0,47,11,44.0,23,166.0,10.0,0.0344811284828461,30.0,5.416666666666667,5.083333333333333,24.13994107744108,3.459722222222222,1.0,28,9.444444444444445,30,12,13.0,32.69230769230769,3.3846153846153846,3.0,4.0,2.0,425.0,44.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
10052690,76,0,0.0,13,0.0,3.0,6.0,7.0,85.0,184,79,176.0,34,323.0,1.0,2.3905992844824486,9.0,5.714285714285714,3.619047619047619,40.63073434502006,4.998255712541426,1.1428571428571428,21,8.0,56,21,12.0,25.5,2.25,0.0,0.0,3.0,306.0,27.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
32917250,62,0,0.0,8,0.0,3.0,3.0,4.0,88.0,161,124,113.0,14,278.0,1.0,1.0870025396641971,5.0,4.928571428571429,4.428571428571429,36.57488687782806,4.387698412698413,1.0,14,3.6666666666666665,77,14,10.0,50.0,2.7,2.0,4.0,0.0,500.0,27.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
14364670,75,0,2.0,6,0.0,6.0,0.0,9.0,112.0,208,84,192.0,34,365.0,19.0,1.6812511567647603,99.0,3.7,7.5,32.64677489177489,4.644475524475524,1.3,20,8.75,80,10,17.0,29.0,1.7058823529411764,1.0,3.0,0.0,493.0,29.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
3085028,69,0,1.0,8,0.0,4.0,0.0,0.0,76.0,134,53,104.0,10,221.0,10.0,1.6676765203035384,17.0,5.923076923076923,5.307692307692308,28.939983093829248,3.01978021978022,1.0,24,9.5,67,13,11.0,42.36363636363637,4.2727272727272725,8.0,0.0,0.0,466.0,47.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
21284975,64,0,0.0,11,0.0,4.0,7.0,10.0,70.0,135,47,131.0,20,236.0,5.0,4.338087871855951,22.0,6.12,2.56,37.31644444444444,3.807555555555555,1.16,17,35.5,36,25,6.0,13.5,1.3333333333333333,4.0,0.0,0.0,81.0,8.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
4956902,75,0,3.0,6,0.0,3.0,1.0,15.0,80.0,188,89,180.0,28,414.0,16.0,2.600032881610788,113.0,6.7,7.5,37.74728800611153,4.372916666666667,1.0,25,10.363636363636363,118,10,11.0,19.63636363636364,1.3636363636363635,0.0,3.0,1.0,216.0,15.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
8854584,66,0,0.0,4,0.0,6.0,0.0,0.0,145.0,180,91,147.0,22,298.0,5.0,2.2409759673101988,34.0,4.625,8.25,34.95014880952381,4.558630952380953,1.0,15,4.533333333333333,69,8,8.0,31.5,3.5,1.0,0.0,0.0,252.0,28.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(4.0, 7.0]",
20017095,69,0,1.0,6,0.0,4.0,0.0,4.0,44.0,79,32,77.0,14,243.0,21.0,1.3614307212698846,121.0,6.166666666666667,11.5,31.20634920634921,4.060867293625915,1.1666666666666667,24,5.666666666666667,120,6,7.0,39.0,3.7142857142857135,2.0,3.0,0.0,273.0,26.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
19735455,84,0,1.0,10,0.0,4.0,1.0,8.0,40.0,133,69,116.0,23,292.0,19.0,3.828195787886826,83.0,5.166666666666667,7.0,28.64085648148148,3.9200295075295073,1.3333333333333333,23,10.0,67,12,12.0,44.16666666666666,4.25,5.0,0.0,0.0,530.0,51.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
11752800,65,1,0.0,6,0.0,3.0,2.0,9.0,52.0,129,60,110.0,22,310.0,18.0,1.984571331688111,146.0,4.166666666666667,5.416666666666667,25.671125116713352,4.010347985347985,1.5,18,8.235294117647058,137,12,10.0,16.7,1.8,1.0,3.0,0.0,167.0,18.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
25291573,63,0,0.0,6,0.0,3.0,6.0,5.0,40.0,119,62,114.0,23,291.0,13.0,2.27269217536552,139.0,6.727272727272728,5.727272727272728,38.45191409897292,4.384665334665335,1.2727272727272727,24,8.235294117647058,137,11,10.0,42.1,1.2,1.0,0.0,0.0,421.0,12.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
9486718,70,1,0.0,7,0.0,4.0,17.0,4.0,65.0,162,64,157.0,31,460.0,15.0,2.365744554411359,155.0,4.0,1.8421052631578947,37.51857585139319,5.794871794871795,1.0526315789473684,12,17.0,137,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
32942731,66,0,0.0,9,0.0,4.0,5.0,1.0,105.0,163,91,142.0,13,296.0,2.0,2.2339248711126984,14.0,4.75,5.5,38.75428876678877,5.274305555555555,1.0833333333333333,15,7.0,55,12,8.0,3.5,1.125,8.0,0.0,0.0,28.0,9.0,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
2815886,75,0,3.0,6,0.0,3.0,1.0,15.0,80.0,188,89,180.0,28,414.0,16.0,2.600032881610788,113.0,6.7,7.5,38.139270859859096,4.372916666666667,1.0,25,10.363636363636363,118,10,11.0,19.63636363636364,1.3636363636363635,0.0,3.0,1.0,216.0,15.0,0,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
26265385,82,0,0.0,7,0.0,3.0,11.0,9.0,78.0,198,110,192.0,42,398.0,10.0,1.9266412612702524,116.0,4.333333333333333,3.9047619047619047,35.31475923702814,4.787545787545787,1.380952380952381,18,9.0,137,21,,,,,,,,,1,"(-0.001, 1.0]","(60.0, 84.5]","(2.0, 4.0]",
14410390,136,0,0.0,7,0.0,0.0,0.0,8.0,106.0,258,125,233.0,58,565.0,17.0,3.848250468143892,136.0,6.40625,4.25,35.01662399334734,4.870738636363637,1.0625,22,8.235294117647058,137,32,7.0,3.7142857142857135,1.8571428571428568,2.0,3.0,4.0,26.0,13.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
10651680,122,0,0.0,7,0.0,2.0,0.0,7.0,53.0,160,84,133.0,22,435.0,47.0,2.7884633498483504,196.0,5.083333333333333,10.166666666666666,27.3265873015873,4.275065611272508,1.5,20,6.555555555555555,163,12,10.0,60.1,5.1,5.0,0.0,0.0,601.0,51.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
8935357,105,0,1.0,6,8.0,0.0,0.0,5.0,58.0,180,93,138.0,31,338.0,14.0,0.7145739176897927,79.0,6.7,10.5,42.24949258391881,5.177422969187675,1.5,39,6.285714285714286,145,10,9.0,11.333333333333334,2.555555555555556,8.0,0.0,0.0,102.0,23.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
37536205,126,0,2.0,10,0.0,2.0,8.0,7.0,114.0,230,85,211.0,25,465.0,18.0,2.120714152521674,43.0,5.666666666666667,7.0,34.72797619047619,4.515638266725223,1.0555555555555556,22,5.857142857142857,96,18,8.0,9.5,1.5,4.0,0.0,0.0,76.0,12.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
768076,94,0,0.0,2,0.0,0.0,0.0,3.0,61.0,183,92,178.0,49,526.0,37.0,0.8676121271490786,319.0,5.52,3.76,48.47261538461538,6.169303030303031,1.08,23,9.0,76,25,18.0,95.16666666666669,4.5,6.0,1.0,0.0,1713.0,81.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
28777205,87,0,2.0,7,0.0,0.0,17.0,19.0,102.0,228,77,200.0,43,394.0,3.0,4.078390793126361,6.0,5.666666666666667,2.230769230769231,40.45180097680098,4.938247863247863,1.0,24,12.5,65,39,,,,,,,,,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
25269597,92,0,3.0,28,0.0,0.0,8.0,27.0,70.0,177,74,164.0,30,350.0,9.0,3.43496279799033,36.0,7.947368421052632,4.842105263157895,46.45889724310777,4.729177109440268,1.0,21,10.0,63,19,,,,,,,,,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
11229011,125,1,1.0,10,0.0,0.0,1.0,10.0,112.0,287,122,148.0,20,523.0,22.0,2.3430082906186365,123.0,4.444444444444445,13.88888888888889,24.535268358185025,4.079782254782255,1.8888888888888888,31,8.222222222222221,161,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
17414763,130,0,0.0,16,0.0,0.0,2.0,4.0,129.0,318,121,187.0,23,574.0,27.0,3.630653510488262,175.0,6.0625,8.125,39.91255000563444,4.836030636030636,1.1875,20,8.235294117647058,137,16,,,,,,,,,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
24489767,99,0,1.0,9,0.0,1.0,7.0,29.0,88.0,255,132,212.0,44,550.0,24.0,4.165049283142356,172.0,5.352941176470588,5.823529411764706,45.92908496732026,6.080639948287008,1.8235294117647056,35,7.833333333333333,139,17,1.0,19.0,3.0,0.0,0.0,0.0,19.0,3.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
1158614,112,0,0.0,2,0.0,0.0,0.0,19.0,39.0,191,162,182.0,53,912.0,69.0,0.8676121271490786,794.0,4.875,7.0,52.41250342090859,7.980010683760684,1.0,23,11.3,276,16,17.0,99.82352941176472,4.941176470588236,6.0,1.0,1.0,1697.0,84.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
39490711,113,0,2.0,14,0.0,0.0,19.0,13.0,74.0,214,96,190.0,41,455.0,22.0,2.9223708434994315,146.0,5.933333333333334,3.7666666666666666,27.64583139083139,3.7570048309178734,1.0666666666666669,18,6.384615384615385,162,30,,,,,,,,,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
1143885,90,0,5.0,5,0.0,0.0,0.0,4.0,48.0,113,63,101.0,31,294.0,15.0,0.1089871265068597,80.0,4.5625,5.625,23.35193452380952,3.47874503968254,1.0,19,8.0,60,16,9.0,62.888888888888886,4.0,1.0,6.0,0.0,566.0,36.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
1418659,104,0,7.0,4,0.0,0.0,0.0,3.0,85.0,132,44,123.0,24,370.0,15.0,0.0950364180965315,124.0,4.038461538461538,4.0,21.36932938856016,3.5745726495726493,0.9615384615384616,23,9.0,53,26,16.0,64.5,5.25,2.0,8.0,1.0,1032.0,84.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
10036602,94,1,0.0,7,0.0,1.0,9.0,9.0,105.0,261,111,240.0,45,438.0,0.0,3.656705707870864,0.0,6.888888888888889,2.611111111111111,48.41163003663004,5.4981481481481485,1.1944444444444444,17,7.0,41,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
39835863,137,0,0.0,6,0.0,0.0,14.0,3.0,122.0,333,114,272.0,30,731.0,1.0,2.0783907931263608,2.0,6.03125,4.28125,40.27116285471065,4.711111111111111,1.0625,21,9.875,136,32,6.0,282.3333333333333,87.66666666666667,1.0,1.0,0.0,1694.0,526.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
17159341,98,0,0.0,3,0.0,0.0,0.0,31.0,50.0,185,87,163.0,57,400.0,10.0,0.8482504681438916,115.0,3.4166666666666665,8.166666666666666,27.810322411793,4.210877085877086,3.8333333333333335,15,9.545454545454543,137,12,10.0,38.8,4.7,0.0,29.0,0.0,388.0,47.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
41204744,115,0,0.0,12,0.0,2.0,12.0,16.0,70.0,162,71,147.0,38,500.0,35.0,3.9395523152440255,240.0,5.857142857142857,4.107142857142857,31.97573452457906,4.227819204604919,1.1071428571428572,22,8.235294117647058,137,28,4.0,3.75,1.0,4.0,0.0,0.0,15.0,4.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
18643424,107,0,0.0,10,0.0,0.0,1.0,22.0,99.0,273,133,260.0,56,497.0,22.0,2.094771233247277,154.0,5.25,3.821428571428572,40.52439703153989,5.241057256235828,1.3571428571428572,20,13.75,55,28,18.0,5.944444444444445,1.0,17.0,1.0,0.0,107.0,18.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
11957442,118,0,0.0,7,0.0,0.0,11.0,16.0,66.0,170,78,164.0,41,472.0,26.0,5.135225624365273,213.0,4.9375,3.6875,27.058517156862745,4.53412603021978,1.15625,20,10.0,137,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
2699445,100,0,0.0,6,0.0,0.0,0.0,4.0,60.0,144,56,138.0,20,367.0,28.0,1.4485770996706704,165.0,5.714285714285714,14.285714285714286,30.8437281930316,4.645238095238095,1.0,25,3.7058823529411766,82,7,11.0,126.0,7.545454545454546,5.0,3.0,1.0,1386.0,83.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
2847721,118,1,1.0,11,0.0,1.0,11.0,5.0,101.0,288,146,250.0,39,533.0,11.0,5.5548121038579374,100.0,5.03125,3.6875,31.374878246753248,4.42874053030303,1.0,20,9.61904761904762,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
16482965,120,0,1.0,11,0.0,0.0,17.0,15.0,81.0,236,102,198.0,38,467.0,43.0,4.2865876981923625,252.0,5.317073170731708,2.926829268292683,32.19100908656145,3.566927246195539,1.146341463414634,29,14.0,137,41,1.0,17.0,1.0,0.0,0.0,0.0,17.0,1.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
5201915,102,1,0.0,15,0.0,0.0,6.0,8.0,218.0,189,96,156.0,22,886.0,20.0,3.6003154579534966,109.0,6.9,5.1,75.51628787878788,7.414338235294117,0.95,27,6.133333333333334,523,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
1420231,90,0,0.0,5,0.0,0.0,0.0,6.0,114.0,275,182,248.0,38,687.0,13.0,1.4345390494816863,105.0,6.222222222222222,10.0,69.04068462401796,7.005892255892256,1.0,24,13.863636363636363,274,9,9.0,42.0,2.111111111111111,0.0,0.0,0.0,378.0,19.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
13857054,132,0,1.0,9,0.0,0.0,21.0,17.0,81.0,201,82,194.0,49,498.0,19.0,4.290766600395526,141.0,5.395348837209302,3.069767441860465,34.43764801090382,4.572093023255814,1.1395348837209305,23,19.0,44,43,,,,,,,,,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
4500466,94,0,0.0,9,0.0,0.0,14.0,8.0,49.0,122,61,104.0,15,443.0,43.0,2.758347562051196,345.0,4.625,3.9166666666666665,30.974090608465605,5.087301587301588,1.0,13,9.142857142857142,90,24,13.0,53.69230769230769,7.076923076923077,7.0,1.0,8.0,698.0,92.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
28941839,96,0,1.0,20,0.0,2.0,1.0,18.0,37.0,187,109,158.0,37,421.0,15.0,4.063334024934408,116.0,5.0625,6.0,34.45599158141518,4.487834218960864,1.75,20,8.304347826086957,137,16,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
22207964,85,0,0.0,11,0.0,1.0,7.0,6.0,70.0,154,75,120.0,27,383.0,13.0,4.187167622925536,122.0,4.913043478260869,3.695652173913044,26.89939715016441,3.628483835005574,1.2173913043478262,21,8.235294117647058,137,23,13.0,6.0,1.0769230769230769,0.0,1.0,0.0,78.0,14.0,0,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
24289527,133,0,9.0,14,0.0,1.0,2.0,24.0,122.0,309,153,249.0,31,589.0,9.0,1.6612739291782992,109.0,5.555555555555555,14.77777777777778,40.11872300577151,5.056970340583786,1.2222222222222223,17,10.333333333333334,219,9,,,,,,,,,1,"(-0.001, 1.0]","(84.5, 146.25]","(-0.001, 2.0]",
